leadtime,rmse,mape
0,1.2451359,0.15378007
1,1.5301962,0.18308233
2,1.6825145,0.19242796
3,1.8278303,0.2040417
4,1.9495124,0.2160131
5,2.1146877,0.2377718
6,2.1782074,0.25096834
7,2.2404006,0.2661433
8,2.2474227,0.2690035
9,2.2501621,0.26010773
10,2.2926245,0.26739258
11,2.4974914,0.29615492
