leadtime,rmse,mape
0,1.4200253,0.16296251
1,1.91268,0.22139339
2,2.2513185,0.25736752
3,2.5130346,0.2891917
4,2.7389977,0.31708518
5,2.9097383,0.34234816
6,3.0344727,0.3626318
7,3.1186063,0.38673872
8,3.1883683,0.39504915
9,3.2622967,0.40162405
10,3.3238862,0.411766
11,3.440767,0.4260123
