leadtime,rmse,mape
0,0.65067935,0.076132335
1,0.8409334,0.08968978
2,0.985404,0.10476357
3,1.1424736,0.112616256
4,1.2440121,0.12146375
5,1.4055079,0.13665736
6,1.5216775,0.15763015
7,1.5969818,0.16693217
8,1.720699,0.18664236
9,1.8499464,0.20564075
10,1.9517132,0.22339787
11,2.1656585,0.25254154
