leadtime,rmse,mape
0,1.1017725,0.117202215
1,1.3017454,0.12686272
2,1.5127842,0.14310332
3,1.6821988,0.16608806
4,1.8853812,0.19231497
5,2.0449958,0.20997874
6,2.1758928,0.22996016
7,2.359397,0.26018736
8,2.5362833,0.28206876
9,2.6758378,0.30065304
10,2.777592,0.31393874
11,2.9775624,0.33912277
