datetime,WS_95_p_1,WS_95_p_2,WS_95_p_3,WS_95_p_4,WS_95_p_5,WS_95_p_6,OT
2019/2/22 18:00,15.3,15.46,15.13,15.11,15.08,15.77,16.26
2019/2/22 19:00,15.46,15.13,15.11,15.08,15.77,17.1,15.3
2019/2/22 20:00,15.13,15.11,15.08,15.77,17.1,17.66,15.46
2019/2/22 21:00,15.11,15.08,15.77,17.1,17.66,17.98,15.13
2019/2/22 22:00,15.08,15.77,17.1,17.66,17.98,18.94,15.11
2019/2/22 23:00,15.77,17.1,17.66,17.98,18.94,17.78,15.08
2019/2/23 0:00,17.1,17.66,17.98,18.94,17.78,16.82,15.77
2019/2/23 1:00,17.66,17.98,18.94,17.78,16.82,14.99,17.1
2019/2/23 2:00,17.98,18.94,17.78,16.82,14.99,14.06,17.66
2019/2/23 3:00,18.94,17.78,16.82,14.99,14.06,13.24,17.98
2019/2/23 4:00,17.78,16.82,14.99,14.06,13.24,13.66,18.94
2019/2/23 5:00,16.82,14.99,14.06,13.24,13.66,15.42,17.78
2019/2/23 6:00,14.99,14.06,13.24,13.66,15.42,16.46,16.82
2019/2/23 7:00,14.06,13.24,13.66,15.42,16.46,16.74,14.99
2019/2/23 8:00,13.24,13.66,15.42,16.46,16.74,15.96,14.06
2019/2/23 9:00,13.66,15.42,16.46,16.74,15.96,15.03,13.24
2019/2/23 10:00,15.42,16.46,16.74,15.96,15.03,15.94,13.66
2019/2/23 11:00,16.46,16.74,15.96,15.03,15.94,16.97,15.42
2019/2/23 12:00,16.74,15.96,15.03,15.94,16.97,16.1,16.46
2019/2/23 13:00,15.96,15.03,15.94,16.97,16.1,17.28,16.74
2019/2/23 14:00,15.03,15.94,16.97,16.1,17.28,18.13,15.96
2019/2/23 15:00,15.94,16.97,16.1,17.28,18.13,17.03,15.03
2019/2/23 16:00,16.97,16.1,17.28,18.13,17.03,15.76,15.94
2019/2/23 17:00,16.1,17.28,18.13,17.03,15.76,15.15,16.97
2019/2/23 18:00,17.28,18.13,17.03,15.76,15.15,14.75,16.1
2019/2/23 19:00,18.13,17.03,15.76,15.15,14.75,12.98,17.28
2019/2/23 20:00,17.03,15.76,15.15,14.75,12.98,12.3,18.13
2019/2/23 21:00,15.76,15.15,14.75,12.98,12.3,11.56,17.03
2019/2/23 22:00,15.15,14.75,12.98,12.3,11.56,13.05,15.76
2019/2/23 23:00,14.75,12.98,12.3,11.56,13.05,15,15.15
2019/2/24 0:00,12.98,12.3,11.56,13.05,15,14.72,14.75
2019/2/24 1:00,12.3,11.56,13.05,15,14.72,13.15,12.98
2019/2/24 2:00,11.56,13.05,15,14.72,13.15,13.89,12.3
2019/2/24 3:00,13.05,15,14.72,13.15,13.89,13.07,11.56
2019/2/24 4:00,15,14.72,13.15,13.89,13.07,13.69,13.05
2019/2/24 5:00,14.72,13.15,13.89,13.07,13.69,12.69,15
2019/2/24 6:00,13.15,13.89,13.07,13.69,12.69,12.63,14.72
2019/2/24 7:00,13.89,13.07,13.69,12.69,12.63,13.22,13.15
2019/2/24 8:00,13.07,13.69,12.69,12.63,13.22,13.58,13.89
2019/2/24 9:00,13.69,12.69,12.63,13.22,13.58,13.76,13.07
2019/2/24 10:00,12.69,12.63,13.22,13.58,13.76,13.66,13.69
2019/2/24 11:00,12.63,13.22,13.58,13.76,13.66,10.91,12.69
2019/2/24 12:00,13.22,13.58,13.76,13.66,10.91,10.9,12.63
2019/2/24 13:00,13.58,13.76,13.66,10.91,10.9,10.65,13.22
2019/2/24 14:00,13.76,13.66,10.91,10.9,10.65,11.09,13.58
2019/2/24 15:00,13.66,10.91,10.9,10.65,11.09,12.33,13.76
2019/2/24 16:00,10.91,10.9,10.65,11.09,12.33,13.8,13.66
2019/2/24 17:00,10.9,10.65,11.09,12.33,13.8,14.57,10.91
2019/2/24 18:00,10.65,11.09,12.33,13.8,14.57,14.83,10.9
2019/2/24 19:00,11.09,12.33,13.8,14.57,14.83,13.52,10.65
2019/2/24 20:00,12.33,13.8,14.57,14.83,13.52,13.23,11.09
2019/2/24 21:00,13.8,14.57,14.83,13.52,13.23,12.93,12.33
2019/2/24 22:00,14.57,14.83,13.52,13.23,12.93,13.19,13.8
2019/2/24 23:00,14.83,13.52,13.23,12.93,13.19,13.91,14.57
2019/2/25 0:00,13.52,13.23,12.93,13.19,13.91,12.58,14.83
2019/2/25 1:00,13.23,12.93,13.19,13.91,12.58,12.79,13.52
2019/2/25 2:00,12.93,13.19,13.91,12.58,12.79,13.93,13.23
2019/2/25 3:00,13.19,13.91,12.58,12.79,13.93,14.11,12.93
2019/2/25 4:00,13.91,12.58,12.79,13.93,14.11,14.18,13.19
2019/2/25 5:00,12.58,12.79,13.93,14.11,14.18,13.92,13.91
2019/2/25 6:00,12.79,13.93,14.11,14.18,13.92,12.87,12.58
2019/2/25 7:00,13.93,14.11,14.18,13.92,12.87,12.81,12.79
2019/2/25 8:00,14.11,14.18,13.92,12.87,12.81,12.38,13.93
2019/2/25 9:00,14.18,13.92,12.87,12.81,12.38,12.39,14.11
2019/2/25 10:00,13.92,12.87,12.81,12.38,12.39,12.92,14.18
2019/2/25 11:00,12.87,12.81,12.38,12.39,12.92,14.46,13.92
2019/2/25 12:00,12.81,12.38,12.39,12.92,14.46,16.07,12.87
2019/2/25 13:00,12.38,12.39,12.92,14.46,16.07,15.58,12.81
2019/2/25 14:00,12.39,12.92,14.46,16.07,15.58,14.73,12.38
2019/2/25 15:00,12.92,14.46,16.07,15.58,14.73,14.23,12.39
2019/2/25 16:00,14.46,16.07,15.58,14.73,14.23,13.75,12.92
2019/2/25 17:00,16.07,15.58,14.73,14.23,13.75,13.33,14.46
2019/2/25 18:00,15.58,14.73,14.23,13.75,13.33,14.2,16.07
2019/2/25 19:00,14.73,14.23,13.75,13.33,14.2,12.42,15.58
2019/2/25 20:00,14.23,13.75,13.33,14.2,12.42,13.61,14.73
2019/2/25 21:00,13.75,13.33,14.2,12.42,13.61,13.92,14.23
2019/2/25 22:00,13.33,14.2,12.42,13.61,13.92,13.48,13.75
2019/2/25 23:00,14.2,12.42,13.61,13.92,13.48,12.99,13.33
2019/2/26 0:00,12.42,13.61,13.92,13.48,12.99,11.57,14.2
2019/2/26 1:00,13.61,13.92,13.48,12.99,11.57,11.16,12.42
2019/2/26 2:00,13.92,13.48,12.99,11.57,11.16,11.53,13.61
2019/2/26 3:00,13.48,12.99,11.57,11.16,11.53,11.76,13.92
2019/2/26 4:00,12.99,11.57,11.16,11.53,11.76,12.51,13.48
2019/2/26 5:00,11.57,11.16,11.53,11.76,12.51,12.44,12.99
2019/2/26 6:00,11.16,11.53,11.76,12.51,12.44,12.71,11.57
2019/2/26 7:00,11.53,11.76,12.51,12.44,12.71,12.86,11.16
2019/2/26 8:00,11.76,12.51,12.44,12.71,12.86,11.62,11.53
2019/2/26 9:00,12.51,12.44,12.71,12.86,11.62,9.31,11.76
2019/2/26 10:00,12.44,12.71,12.86,11.62,9.31,9.18,12.51
2019/2/26 11:00,12.71,12.86,11.62,9.31,9.18,9.73,12.44
2019/2/26 12:00,12.86,11.62,9.31,9.18,9.73,11.29,12.71
2019/2/26 13:00,11.62,9.31,9.18,9.73,11.29,11.33,12.86
2019/2/26 14:00,9.31,9.18,9.73,11.29,11.33,10.82,11.62
2019/2/26 15:00,9.18,9.73,11.29,11.33,10.82,12.08,9.31
2019/2/26 16:00,9.73,11.29,11.33,10.82,12.08,12.04,9.18
2019/2/26 17:00,11.29,11.33,10.82,12.08,12.04,9.16,9.73
2019/2/26 18:00,11.33,10.82,12.08,12.04,9.16,7.1,11.29
2019/2/26 19:00,10.82,12.08,12.04,9.16,7.1,8.34,11.33
2019/2/26 20:00,12.08,12.04,9.16,7.1,8.34,7.88,10.82
2019/2/26 21:00,12.04,9.16,7.1,8.34,7.88,6.97,12.08
2019/2/26 22:00,9.16,7.1,8.34,7.88,6.97,7.37,12.04
2019/2/26 23:00,7.1,8.34,7.88,6.97,7.37,7.81,9.16
2019/2/27 0:00,8.34,7.88,6.97,7.37,7.81,8.26,7.1
2019/2/27 1:00,7.88,6.97,7.37,7.81,8.26,8.39,8.34
2019/2/27 2:00,6.97,7.37,7.81,8.26,8.39,7.84,7.88
2019/2/27 3:00,7.37,7.81,8.26,8.39,7.84,7.31,6.97
2019/2/27 4:00,7.81,8.26,8.39,7.84,7.31,7.74,7.37
2019/2/27 5:00,8.26,8.39,7.84,7.31,7.74,7.37,7.81
2019/2/27 6:00,8.39,7.84,7.31,7.74,7.37,6.09,8.26
2019/2/27 7:00,7.84,7.31,7.74,7.37,6.09,5.38,8.39
2019/2/27 8:00,7.31,7.74,7.37,6.09,5.38,4.51,7.84
2019/2/27 9:00,7.74,7.37,6.09,5.38,4.51,2.71,7.31
2019/2/27 10:00,7.37,6.09,5.38,4.51,2.71,2.19,7.74
2019/2/27 11:00,6.09,5.38,4.51,2.71,2.19,2.86,7.37
2019/2/27 12:00,5.38,4.51,2.71,2.19,2.86,3.13,6.09
2019/2/27 13:00,4.51,2.71,2.19,2.86,3.13,3.37,5.38
2019/2/27 14:00,2.71,2.19,2.86,3.13,3.37,1.82,4.51
2019/2/27 15:00,2.19,2.86,3.13,3.37,1.82,1.93,2.71
2019/2/27 16:00,2.86,3.13,3.37,1.82,1.93,2.17,2.19
2019/2/27 17:00,3.13,3.37,1.82,1.93,2.17,1.79,2.86
2019/2/27 18:00,3.37,1.82,1.93,2.17,1.79,2.87,3.13
2019/2/27 19:00,1.82,1.93,2.17,1.79,2.87,3.33,3.37
2019/2/27 20:00,1.93,2.17,1.79,2.87,3.33,4.22,1.82
2019/2/27 21:00,2.17,1.79,2.87,3.33,4.22,6.97,1.93
2019/2/27 22:00,1.79,2.87,3.33,4.22,6.97,9.53,2.17
2019/2/27 23:00,2.87,3.33,4.22,6.97,9.53,9.38,1.79
2019/2/28 0:00,3.33,4.22,6.97,9.53,9.38,8.74,2.87
2019/2/28 1:00,4.22,6.97,9.53,9.38,8.74,7.7,3.33
2019/2/28 2:00,6.97,9.53,9.38,8.74,7.7,8.21,4.22
2019/2/28 3:00,9.53,9.38,8.74,7.7,8.21,7.56,6.97
2019/2/28 4:00,9.38,8.74,7.7,8.21,7.56,8.52,9.53
2019/2/28 5:00,8.74,7.7,8.21,7.56,8.52,12.02,9.38
2019/2/28 6:00,7.7,8.21,7.56,8.52,12.02,13.31,8.74
2019/2/28 7:00,8.21,7.56,8.52,12.02,13.31,13.58,7.7
2019/2/28 8:00,7.56,8.52,12.02,13.31,13.58,13.38,8.21
2019/2/28 9:00,8.52,12.02,13.31,13.58,13.38,13.59,7.56
2019/2/28 10:00,12.02,13.31,13.58,13.38,13.59,13.77,8.52
2019/2/28 11:00,13.31,13.58,13.38,13.59,13.77,13.06,12.02
2019/2/28 12:00,13.58,13.38,13.59,13.77,13.06,12.75,13.31
2019/2/28 13:00,13.38,13.59,13.77,13.06,12.75,13.16,13.58
2019/2/28 14:00,13.59,13.77,13.06,12.75,13.16,13.03,13.38
2019/2/28 15:00,13.77,13.06,12.75,13.16,13.03,14.18,13.59
2019/2/28 16:00,13.06,12.75,13.16,13.03,14.18,14.16,13.77
2019/2/28 17:00,12.75,13.16,13.03,14.18,14.16,13.32,13.06
2019/2/28 18:00,13.16,13.03,14.18,14.16,13.32,12.2,12.75
2019/2/28 19:00,13.03,14.18,14.16,13.32,12.2,11.4,13.16
2019/2/28 20:00,14.18,14.16,13.32,12.2,11.4,12.9,13.03
2019/2/28 21:00,14.16,13.32,12.2,11.4,12.9,13.5,14.18
2019/2/28 22:00,13.32,12.2,11.4,12.9,13.5,13.21,14.16
2019/2/28 23:00,12.2,11.4,12.9,13.5,13.21,12.45,13.32
2019/3/1 0:00,11.4,12.9,13.5,13.21,12.45,11.53,12.2
2019/3/1 1:00,12.9,13.5,13.21,12.45,11.53,11.73,11.4
2019/3/1 2:00,13.5,13.21,12.45,11.53,11.73,11.59,12.9
2019/3/1 3:00,13.21,12.45,11.53,11.73,11.59,10.2,13.5
2019/3/1 4:00,12.45,11.53,11.73,11.59,10.2,10.53,13.21
2019/3/1 5:00,11.53,11.73,11.59,10.2,10.53,12.92,12.45
2019/3/1 6:00,11.73,11.59,10.2,10.53,12.92,12.13,11.53
2019/3/1 7:00,11.59,10.2,10.53,12.92,12.13,11.59,11.73
2019/3/1 8:00,10.2,10.53,12.92,12.13,11.59,12.17,11.59
2019/3/1 9:00,10.53,12.92,12.13,11.59,12.17,12.1,10.2
2019/3/1 10:00,12.92,12.13,11.59,12.17,12.1,12.12,10.53
2019/3/1 11:00,12.13,11.59,12.17,12.1,12.12,11.5,12.92
2019/3/1 12:00,11.59,12.17,12.1,12.12,11.5,11.35,12.13
2019/3/1 13:00,12.17,12.1,12.12,11.5,11.35,10.39,11.59
2019/3/1 14:00,12.1,12.12,11.5,11.35,10.39,9.63,12.17
2019/3/1 15:00,12.12,11.5,11.35,10.39,9.63,10.03,12.1
2019/3/1 16:00,11.5,11.35,10.39,9.63,10.03,11.16,12.12
2019/3/1 17:00,11.35,10.39,9.63,10.03,11.16,10.75,11.5
2019/3/1 18:00,10.39,9.63,10.03,11.16,10.75,8.76,11.35
2019/3/1 19:00,9.63,10.03,11.16,10.75,8.76,7.71,10.39
2019/3/1 20:00,10.03,11.16,10.75,8.76,7.71,8.51,9.63
2019/3/1 21:00,11.16,10.75,8.76,7.71,8.51,8.32,10.03
2019/3/1 22:00,10.75,8.76,7.71,8.51,8.32,6.69,11.16
2019/3/1 23:00,8.76,7.71,8.51,8.32,6.69,9.21,10.75
2019/3/2 0:00,7.71,8.51,8.32,6.69,9.21,9.11,8.76
2019/3/2 1:00,8.51,8.32,6.69,9.21,9.11,7.95,7.71
2019/3/2 2:00,8.32,6.69,9.21,9.11,7.95,6.26,8.51
2019/3/2 3:00,6.69,9.21,9.11,7.95,6.26,3.35,8.32
2019/3/2 4:00,9.21,9.11,7.95,6.26,3.35,4.85,6.69
2019/3/2 5:00,9.11,7.95,6.26,3.35,4.85,6.19,9.21
2019/3/2 6:00,7.95,6.26,3.35,4.85,6.19,4.63,9.11
2019/3/2 7:00,6.26,3.35,4.85,6.19,4.63,4.1,7.95
2019/3/2 8:00,3.35,4.85,6.19,4.63,4.1,3.46,6.26
2019/3/2 9:00,4.85,6.19,4.63,4.1,3.46,3.55,3.35
2019/3/2 10:00,6.19,4.63,4.1,3.46,3.55,5.46,4.85
2019/3/2 11:00,4.63,4.1,3.46,3.55,5.46,4.46,6.19
2019/3/2 12:00,4.1,3.46,3.55,5.46,4.46,3.42,4.63
2019/3/2 13:00,3.46,3.55,5.46,4.46,3.42,2.15,4.1
2019/3/2 14:00,3.55,5.46,4.46,3.42,2.15,1.25,3.46
2019/3/2 15:00,5.46,4.46,3.42,2.15,1.25,3.41,3.55
2019/3/2 16:00,4.46,3.42,2.15,1.25,3.41,5.13,5.46
2019/3/2 17:00,3.42,2.15,1.25,3.41,5.13,5.84,4.46
2019/3/2 18:00,2.15,1.25,3.41,5.13,5.84,6.12,3.42
2019/3/2 19:00,1.25,3.41,5.13,5.84,6.12,1.33,2.15
2019/3/2 20:00,3.41,5.13,5.84,6.12,1.33,1.14,1.25
2019/3/2 21:00,5.13,5.84,6.12,1.33,1.14,1.79,3.41
2019/3/2 22:00,5.84,6.12,1.33,1.14,1.79,1.54,5.13
2019/3/2 23:00,6.12,1.33,1.14,1.79,1.54,1.42,5.84
2019/3/3 0:00,1.33,1.14,1.79,1.54,1.42,0.96,6.12
2019/3/3 1:00,1.14,1.79,1.54,1.42,0.96,2.15,1.33
2019/3/3 2:00,1.79,1.54,1.42,0.96,2.15,4.02,1.14
2019/3/3 3:00,1.54,1.42,0.96,2.15,4.02,7.11,1.79
2019/3/3 4:00,1.42,0.96,2.15,4.02,7.11,8.33,1.54
2019/3/3 5:00,0.96,2.15,4.02,7.11,8.33,11.55,1.42
2019/3/3 6:00,2.15,4.02,7.11,8.33,11.55,12.8,0.96
2019/3/3 7:00,4.02,7.11,8.33,11.55,12.8,13.05,2.15
2019/3/3 8:00,7.11,8.33,11.55,12.8,13.05,11.15,4.02
2019/3/3 9:00,8.33,11.55,12.8,13.05,11.15,9.09,7.11
2019/3/3 10:00,11.55,12.8,13.05,11.15,9.09,7.36,8.33
2019/3/3 11:00,12.8,13.05,11.15,9.09,7.36,6.5,11.55
2019/3/3 12:00,13.05,11.15,9.09,7.36,6.5,6.49,12.8
2019/3/3 13:00,11.15,9.09,7.36,6.5,6.49,4.12,13.05
2019/3/3 14:00,9.09,7.36,6.5,6.49,4.12,1.53,11.15
2019/3/3 15:00,7.36,6.5,6.49,4.12,1.53,4.7,9.09
2019/3/3 16:00,6.5,6.49,4.12,1.53,4.7,9.57,7.36
2019/3/3 17:00,6.49,4.12,1.53,4.7,9.57,9.56,6.5
2019/3/3 18:00,4.12,1.53,4.7,9.57,9.56,10.07,6.49
2019/3/3 19:00,1.53,4.7,9.57,9.56,10.07,9.82,4.12
2019/3/3 20:00,4.7,9.57,9.56,10.07,9.82,9.63,1.53
2019/3/3 21:00,9.57,9.56,10.07,9.82,9.63,9.6,4.7
2019/3/3 22:00,9.56,10.07,9.82,9.63,9.6,10.65,9.57
2019/3/3 23:00,10.07,9.82,9.63,9.6,10.65,11.84,9.56
2019/3/4 0:00,9.82,9.63,9.6,10.65,11.84,11.98,10.07
2019/3/4 1:00,9.63,9.6,10.65,11.84,11.98,12.41,9.82
2019/3/4 2:00,9.6,10.65,11.84,11.98,12.41,12.94,9.63
2019/3/4 3:00,10.65,11.84,11.98,12.41,12.94,13.12,9.6
2019/3/4 4:00,11.84,11.98,12.41,12.94,13.12,13.2,10.65
2019/3/4 5:00,11.98,12.41,12.94,13.12,13.2,13.31,11.84
2019/3/4 6:00,12.41,12.94,13.12,13.2,13.31,12.62,11.98
2019/3/4 7:00,12.94,13.12,13.2,13.31,12.62,12.47,12.41
2019/3/4 8:00,13.12,13.2,13.31,12.62,12.47,12.65,12.94
2019/3/4 9:00,13.2,13.31,12.62,12.47,12.65,12.3,13.12
2019/3/4 10:00,13.31,12.62,12.47,12.65,12.3,12.3,13.2
2019/3/4 11:00,12.62,12.47,12.65,12.3,12.3,12.74,13.31
2019/3/4 12:00,12.47,12.65,12.3,12.3,12.74,12.83,12.62
2019/3/4 13:00,12.65,12.3,12.3,12.74,12.83,12.2,12.47
2019/3/4 14:00,12.3,12.3,12.74,12.83,12.2,10.13,12.65
2019/3/4 15:00,12.3,12.74,12.83,12.2,10.13,9.58,12.3
2019/3/4 16:00,12.74,12.83,12.2,10.13,9.58,8.85,12.3
2019/3/4 17:00,12.83,12.2,10.13,9.58,8.85,9.68,12.74
2019/3/4 18:00,12.2,10.13,9.58,8.85,9.68,9.03,12.83
2019/3/4 19:00,10.13,9.58,8.85,9.68,9.03,7.51,12.2
2019/3/4 20:00,9.58,8.85,9.68,9.03,7.51,7.68,10.13
2019/3/4 21:00,8.85,9.68,9.03,7.51,7.68,7.38,9.58
2019/3/4 22:00,9.68,9.03,7.51,7.68,7.38,7.88,8.85
2019/3/4 23:00,9.03,7.51,7.68,7.38,7.88,8.75,9.68
2019/3/5 0:00,7.51,7.68,7.38,7.88,8.75,9.07,9.03
2019/3/5 1:00,7.68,7.38,7.88,8.75,9.07,6.89,7.51
2019/3/5 2:00,7.38,7.88,8.75,9.07,6.89,4.52,7.68
2019/3/5 3:00,7.88,8.75,9.07,6.89,4.52,4.13,7.38
2019/3/5 4:00,8.75,9.07,6.89,4.52,4.13,1.88,7.88
2019/3/5 5:00,9.07,6.89,4.52,4.13,1.88,2.72,8.75
2019/3/5 6:00,6.89,4.52,4.13,1.88,2.72,2.24,9.07
2019/3/5 7:00,4.52,4.13,1.88,2.72,2.24,2.92,6.89
2019/3/5 8:00,4.13,1.88,2.72,2.24,2.92,2.78,4.52
2019/3/5 9:00,1.88,2.72,2.24,2.92,2.78,3.56,4.13
2019/3/5 10:00,2.72,2.24,2.92,2.78,3.56,7.08,1.88
2019/3/5 11:00,2.24,2.92,2.78,3.56,7.08,10.71,2.72
2019/3/5 12:00,2.92,2.78,3.56,7.08,10.71,13.83,2.24
2019/3/5 13:00,2.78,3.56,7.08,10.71,13.83,14.27,2.92
2019/3/5 14:00,3.56,7.08,10.71,13.83,14.27,13.43,2.78
2019/3/5 15:00,7.08,10.71,13.83,14.27,13.43,12.13,3.56
2019/3/5 16:00,10.71,13.83,14.27,13.43,12.13,8.95,7.08
2019/3/5 17:00,13.83,14.27,13.43,12.13,8.95,7.14,10.71
2019/3/5 18:00,14.27,13.43,12.13,8.95,7.14,5.95,13.83
2019/3/5 19:00,13.43,12.13,8.95,7.14,5.95,3.57,14.27
2019/3/5 20:00,12.13,8.95,7.14,5.95,3.57,5.58,13.43
2019/3/5 21:00,8.95,7.14,5.95,3.57,5.58,5.24,12.13
2019/3/5 22:00,7.14,5.95,3.57,5.58,5.24,5.42,8.95
2019/3/5 23:00,5.95,3.57,5.58,5.24,5.42,5.26,7.14
2019/3/6 0:00,3.57,5.58,5.24,5.42,5.26,5.23,5.95
2019/3/6 1:00,5.58,5.24,5.42,5.26,5.23,5.56,3.57
2019/3/6 2:00,5.24,5.42,5.26,5.23,5.56,4.75,5.58
2019/3/6 3:00,5.42,5.26,5.23,5.56,4.75,4.06,5.24
2019/3/6 4:00,5.26,5.23,5.56,4.75,4.06,3.66,5.42
2019/3/6 5:00,5.23,5.56,4.75,4.06,3.66,1.77,5.26
2019/3/6 6:00,5.56,4.75,4.06,3.66,1.77,7.4,5.23
2019/3/6 7:00,4.75,4.06,3.66,1.77,7.4,11.04,5.56
2019/3/6 8:00,4.06,3.66,1.77,7.4,11.04,11.24,4.75
2019/3/6 9:00,3.66,1.77,7.4,11.04,11.24,11.84,4.06
2019/3/6 10:00,1.77,7.4,11.04,11.24,11.84,12.39,3.66
2019/3/6 11:00,7.4,11.04,11.24,11.84,12.39,12.99,1.77
2019/3/6 12:00,11.04,11.24,11.84,12.39,12.99,13.65,7.4
2019/3/6 13:00,11.24,11.84,12.39,12.99,13.65,12.99,11.04
2019/3/6 14:00,11.84,12.39,12.99,13.65,12.99,15.49,11.24
2019/3/6 15:00,12.39,12.99,13.65,12.99,15.49,14.14,11.84
2019/3/6 16:00,12.99,13.65,12.99,15.49,14.14,8.27,12.39
2019/3/6 17:00,13.65,12.99,15.49,14.14,8.27,10,12.99
2019/3/6 18:00,12.99,15.49,14.14,8.27,10,10.82,13.65
2019/3/6 19:00,15.49,14.14,8.27,10,10.82,13.14,12.99
2019/3/6 20:00,14.14,8.27,10,10.82,13.14,16.41,15.49
2019/3/6 21:00,8.27,10,10.82,13.14,16.41,17.72,14.14
2019/3/6 22:00,10,10.82,13.14,16.41,17.72,17.54,8.27
2019/3/6 23:00,10.82,13.14,16.41,17.72,17.54,18.05,10
2019/3/7 0:00,13.14,16.41,17.72,17.54,18.05,18.31,10.82
2019/3/7 1:00,16.41,17.72,17.54,18.05,18.31,18.26,13.14
2019/3/7 2:00,17.72,17.54,18.05,18.31,18.26,17.2,16.41
2019/3/7 3:00,17.54,18.05,18.31,18.26,17.2,19.88,17.72
2019/3/7 4:00,18.05,18.31,18.26,17.2,19.88,18.89,17.54
2019/3/7 5:00,18.31,18.26,17.2,19.88,18.89,18.89,18.05
2019/3/7 6:00,18.26,17.2,19.88,18.89,18.89,18.15,18.31
2019/3/7 7:00,17.2,19.88,18.89,18.89,18.15,18.41,18.26
2019/3/7 8:00,19.88,18.89,18.89,18.15,18.41,17.66,17.2
2019/3/7 9:00,18.89,18.89,18.15,18.41,17.66,19.76,19.88
2019/3/7 10:00,18.89,18.15,18.41,17.66,19.76,18.01,18.89
2019/3/7 11:00,18.15,18.41,17.66,19.76,18.01,17.71,18.89
2019/3/7 12:00,18.41,17.66,19.76,18.01,17.71,19.5,18.15
2019/3/7 13:00,17.66,19.76,18.01,17.71,19.5,20.73,18.41
2019/3/7 14:00,19.76,18.01,17.71,19.5,20.73,19.3,17.66
2019/3/7 15:00,18.01,17.71,19.5,20.73,19.3,16.85,19.76
2019/3/7 16:00,17.71,19.5,20.73,19.3,16.85,18.23,18.01
2019/3/7 17:00,19.5,20.73,19.3,16.85,18.23,19.35,17.71
2019/3/7 18:00,20.73,19.3,16.85,18.23,19.35,17.64,19.5
2019/3/7 19:00,19.3,16.85,18.23,19.35,17.64,19.27,20.73
2019/3/7 20:00,16.85,18.23,19.35,17.64,19.27,16.3,19.3
2019/3/7 21:00,18.23,19.35,17.64,19.27,16.3,16.8,16.85
2019/3/7 22:00,19.35,17.64,19.27,16.3,16.8,16.69,18.23
2019/3/7 23:00,17.64,19.27,16.3,16.8,16.69,15.13,19.35
2019/3/8 0:00,19.27,16.3,16.8,16.69,15.13,13.36,17.64
2019/3/8 1:00,16.3,16.8,16.69,15.13,13.36,10.6,19.27
2019/3/8 2:00,16.8,16.69,15.13,13.36,10.6,8.79,16.3
2019/3/8 3:00,16.69,15.13,13.36,10.6,8.79,10.17,16.8
2019/3/8 4:00,15.13,13.36,10.6,8.79,10.17,11.81,16.69
2019/3/8 5:00,13.36,10.6,8.79,10.17,11.81,9.95,15.13
2019/3/8 6:00,10.6,8.79,10.17,11.81,9.95,10.44,13.36
2019/3/8 7:00,8.79,10.17,11.81,9.95,10.44,10.88,10.6
2019/3/8 8:00,10.17,11.81,9.95,10.44,10.88,8.7,8.79
2019/3/8 9:00,11.81,9.95,10.44,10.88,8.7,8.66,10.17
2019/3/8 10:00,9.95,10.44,10.88,8.7,8.66,11.58,11.81
2019/3/8 11:00,10.44,10.88,8.7,8.66,11.58,12.58,9.95
2019/3/8 12:00,10.88,8.7,8.66,11.58,12.58,12.68,10.44
2019/3/8 13:00,8.7,8.66,11.58,12.58,12.68,13.26,10.88
2019/3/8 14:00,8.66,11.58,12.58,12.68,13.26,12.92,8.7
2019/3/8 15:00,11.58,12.58,12.68,13.26,12.92,10.81,8.66
2019/3/8 16:00,12.58,12.68,13.26,12.92,10.81,9.89,11.58
2019/3/8 17:00,12.68,13.26,12.92,10.81,9.89,7.36,12.58
2019/3/8 18:00,13.26,12.92,10.81,9.89,7.36,7.05,12.68
2019/3/8 19:00,12.92,10.81,9.89,7.36,7.05,8.23,13.26
2019/3/8 20:00,10.81,9.89,7.36,7.05,8.23,8.5,12.92
2019/3/8 21:00,9.89,7.36,7.05,8.23,8.5,6.51,10.81
2019/3/8 22:00,7.36,7.05,8.23,8.5,6.51,4.61,9.89
2019/3/8 23:00,7.05,8.23,8.5,6.51,4.61,4.4,7.36
2019/3/9 0:00,8.23,8.5,6.51,4.61,4.4,5.02,7.05
2019/3/9 1:00,8.5,6.51,4.61,4.4,5.02,4.98,8.23
2019/3/9 2:00,6.51,4.61,4.4,5.02,4.98,5.59,8.5
2019/3/9 3:00,4.61,4.4,5.02,4.98,5.59,7.39,6.51
2019/3/9 4:00,4.4,5.02,4.98,5.59,7.39,7.17,4.61
2019/3/9 5:00,5.02,4.98,5.59,7.39,7.17,9.3,4.4
2019/3/9 6:00,4.98,5.59,7.39,7.17,9.3,10.35,5.02
2019/3/9 7:00,5.59,7.39,7.17,9.3,10.35,9.91,4.98
2019/3/9 8:00,7.39,7.17,9.3,10.35,9.91,6.76,5.59
2019/3/9 9:00,7.17,9.3,10.35,9.91,6.76,7.5,7.39
2019/3/9 10:00,9.3,10.35,9.91,6.76,7.5,7.96,7.17
2019/3/9 11:00,10.35,9.91,6.76,7.5,7.96,9.56,9.3
2019/3/9 12:00,9.91,6.76,7.5,7.96,9.56,7.49,10.35
2019/3/9 13:00,6.76,7.5,7.96,9.56,7.49,7.07,9.91
2019/3/9 14:00,7.5,7.96,9.56,7.49,7.07,8.01,6.76
2019/3/9 15:00,7.96,9.56,7.49,7.07,8.01,9.09,7.5
