datetime,WS_95_p_1,WS_95_p_2,WS_95_p_3,WS_95_p_4,WS_95_p_5,WS_95_p_6,OT
2019/1/1 1:00,18.76,19.47,20.46,20.51,20.35,20.95,18.5
2019/1/1 2:00,19.47,20.46,20.51,20.35,20.95,21.1,18.76
2019/1/1 3:00,20.46,20.51,20.35,20.95,21.1,20.71,19.47
2019/1/1 4:00,20.51,20.35,20.95,21.1,20.71,20.48,20.46
2019/1/1 5:00,20.35,20.95,21.1,20.71,20.48,21.04,20.51
2019/1/1 6:00,20.95,21.1,20.71,20.48,21.04,20.79,20.35
2019/1/1 7:00,21.1,20.71,20.48,21.04,20.79,20.44,20.95
2019/1/1 8:00,20.71,20.48,21.04,20.79,20.44,19.78,21.1
2019/1/1 9:00,20.48,21.04,20.79,20.44,19.78,20.8,20.71
2019/1/1 10:00,21.04,20.79,20.44,19.78,20.8,22.47,20.48
2019/1/1 11:00,20.79,20.44,19.78,20.8,22.47,21.26,21.04
2019/1/1 12:00,20.44,19.78,20.8,22.47,21.26,20.47,20.79
2019/1/1 13:00,19.78,20.8,22.47,21.26,20.47,19.08,20.44
2019/1/1 14:00,20.8,22.47,21.26,20.47,19.08,19.89,19.78
2019/1/1 15:00,22.47,21.26,20.47,19.08,19.89,20.78,20.8
2019/1/1 16:00,21.26,20.47,19.08,19.89,20.78,20.36,22.47
2019/1/1 17:00,20.47,19.08,19.89,20.78,20.36,18.82,21.26
2019/1/1 18:00,19.08,19.89,20.78,20.36,18.82,18.38,20.47
2019/1/1 19:00,19.89,20.78,20.36,18.82,18.38,18.9,19.08
2019/1/1 20:00,20.78,20.36,18.82,18.38,18.9,19.42,19.89
2019/1/1 21:00,20.36,18.82,18.38,18.9,19.42,19,20.78
2019/1/1 22:00,18.82,18.38,18.9,19.42,19,18.66,20.36
2019/1/1 23:00,18.38,18.9,19.42,19,18.66,18.82,18.82
2019/1/2 0:00,18.9,19.42,19,18.66,18.82,17.25,18.38
2019/1/2 1:00,19.42,19,18.66,18.82,17.25,16.81,18.9
2019/1/2 2:00,19,18.66,18.82,17.25,16.81,17.7,19.42
2019/1/2 3:00,18.66,18.82,17.25,16.81,17.7,17.55,19
2019/1/2 4:00,18.82,17.25,16.81,17.7,17.55,16.62,18.66
2019/1/2 5:00,17.25,16.81,17.7,17.55,16.62,17.31,18.82
2019/1/2 6:00,16.81,17.7,17.55,16.62,17.31,16.68,17.25
2019/1/2 7:00,17.7,17.55,16.62,17.31,16.68,17.7,16.81
2019/1/2 8:00,17.55,16.62,17.31,16.68,17.7,17.44,17.7
2019/1/2 9:00,16.62,17.31,16.68,17.7,17.44,17.2,17.55
2019/1/2 10:00,17.31,16.68,17.7,17.44,17.2,17.15,16.62
2019/1/2 11:00,16.68,17.7,17.44,17.2,17.15,16.1,17.31
2019/1/2 12:00,17.7,17.44,17.2,17.15,16.1,16.23,16.68
2019/1/2 13:00,17.44,17.2,17.15,16.1,16.23,15.94,17.7
2019/1/2 14:00,17.2,17.15,16.1,16.23,15.94,16.31,17.44
2019/1/2 15:00,17.15,16.1,16.23,15.94,16.31,17.2,17.2
2019/1/2 16:00,16.1,16.23,15.94,16.31,17.2,16.61,17.15
2019/1/2 17:00,16.23,15.94,16.31,17.2,16.61,15.66,16.1
2019/1/2 18:00,15.94,16.31,17.2,16.61,15.66,14.88,16.23
2019/1/2 19:00,16.31,17.2,16.61,15.66,14.88,16.12,15.94
2019/1/2 20:00,17.2,16.61,15.66,14.88,16.12,15.65,16.31
2019/1/2 21:00,16.61,15.66,14.88,16.12,15.65,15.66,17.2
2019/1/2 22:00,15.66,14.88,16.12,15.65,15.66,16.44,16.61
2019/1/2 23:00,14.88,16.12,15.65,15.66,16.44,17.12,15.66
2019/1/3 0:00,16.12,15.65,15.66,16.44,17.12,17.44,14.88
2019/1/3 1:00,15.65,15.66,16.44,17.12,17.44,17.42,16.12
2019/1/3 2:00,15.66,16.44,17.12,17.44,17.42,17.44,15.65
2019/1/3 3:00,16.44,17.12,17.44,17.42,17.44,16.79,15.66
2019/1/3 4:00,17.12,17.44,17.42,17.44,16.79,16.82,16.44
2019/1/3 5:00,17.44,17.42,17.44,16.79,16.82,16.48,17.12
2019/1/3 6:00,17.42,17.44,16.79,16.82,16.48,16.92,17.44
2019/1/3 7:00,17.44,16.79,16.82,16.48,16.92,15.95,17.42
2019/1/3 8:00,16.79,16.82,16.48,16.92,15.95,15.51,17.44
2019/1/3 9:00,16.82,16.48,16.92,15.95,15.51,15.59,16.79
2019/1/3 10:00,16.48,16.92,15.95,15.51,15.59,15.69,16.82
2019/1/3 11:00,16.92,15.95,15.51,15.59,15.69,16.78,16.48
2019/1/3 12:00,15.95,15.51,15.59,15.69,16.78,17.01,16.92
2019/1/3 13:00,15.51,15.59,15.69,16.78,17.01,17.49,15.95
2019/1/3 14:00,15.59,15.69,16.78,17.01,17.49,16.42,15.51
2019/1/3 15:00,15.69,16.78,17.01,17.49,16.42,15.36,15.59
2019/1/3 16:00,16.78,17.01,17.49,16.42,15.36,14.34,15.69
2019/1/3 17:00,17.01,17.49,16.42,15.36,14.34,13.4,16.78
2019/1/3 18:00,17.49,16.42,15.36,14.34,13.4,12.24,17.01
2019/1/3 19:00,16.42,15.36,14.34,13.4,12.24,10.7,17.49
2019/1/3 20:00,15.36,14.34,13.4,12.24,10.7,8.83,16.42
2019/1/3 21:00,14.34,13.4,12.24,10.7,8.83,5.16,15.36
2019/1/3 22:00,13.4,12.24,10.7,8.83,5.16,3.26,14.34
2019/1/3 23:00,12.24,10.7,8.83,5.16,3.26,3.65,13.4
2019/1/4 0:00,10.7,8.83,5.16,3.26,3.65,2.72,12.24
2019/1/4 1:00,8.83,5.16,3.26,3.65,2.72,1.1,10.7
2019/1/4 2:00,5.16,3.26,3.65,2.72,1.1,2.04,8.83
2019/1/4 3:00,3.26,3.65,2.72,1.1,2.04,1.58,5.16
2019/1/4 4:00,3.65,2.72,1.1,2.04,1.58,1.24,3.26
2019/1/4 5:00,2.72,1.1,2.04,1.58,1.24,1.16,3.65
2019/1/4 6:00,1.1,2.04,1.58,1.24,1.16,2.37,2.72
2019/1/4 7:00,2.04,1.58,1.24,1.16,2.37,6.24,1.1
2019/1/4 8:00,1.58,1.24,1.16,2.37,6.24,9.02,2.04
2019/1/4 9:00,1.24,1.16,2.37,6.24,9.02,8.91,1.58
2019/1/4 10:00,1.16,2.37,6.24,9.02,8.91,8.95,1.24
2019/1/4 11:00,2.37,6.24,9.02,8.91,8.95,8.28,1.16
2019/1/4 12:00,6.24,9.02,8.91,8.95,8.28,8.71,2.37
2019/1/4 13:00,9.02,8.91,8.95,8.28,8.71,7.95,6.24
2019/1/4 14:00,8.91,8.95,8.28,8.71,7.95,6.77,9.02
2019/1/4 15:00,8.95,8.28,8.71,7.95,6.77,5.97,8.91
2019/1/4 16:00,8.28,8.71,7.95,6.77,5.97,4.27,8.95
2019/1/4 17:00,8.71,7.95,6.77,5.97,4.27,4.28,8.28
2019/1/4 18:00,7.95,6.77,5.97,4.27,4.28,5.73,8.71
2019/1/4 19:00,6.77,5.97,4.27,4.28,5.73,7.29,7.95
2019/1/4 20:00,5.97,4.27,4.28,5.73,7.29,6.43,6.77
2019/1/4 21:00,4.27,4.28,5.73,7.29,6.43,5.56,5.97
2019/1/4 22:00,4.28,5.73,7.29,6.43,5.56,5.51,4.27
2019/1/4 23:00,5.73,7.29,6.43,5.56,5.51,5.63,4.28
2019/1/5 0:00,7.29,6.43,5.56,5.51,5.63,4.91,5.73
2019/1/5 1:00,6.43,5.56,5.51,5.63,4.91,6.06,7.29
2019/1/5 2:00,5.56,5.51,5.63,4.91,6.06,6.36,6.43
2019/1/5 3:00,5.51,5.63,4.91,6.06,6.36,6.06,5.56
2019/1/5 4:00,5.63,4.91,6.06,6.36,6.06,7.21,5.51
2019/1/5 5:00,4.91,6.06,6.36,6.06,7.21,8.06,5.63
2019/1/5 6:00,6.06,6.36,6.06,7.21,8.06,9.26,4.91
2019/1/5 7:00,6.36,6.06,7.21,8.06,9.26,10,6.06
2019/1/5 8:00,6.06,7.21,8.06,9.26,10,9.56,6.36
2019/1/5 9:00,7.21,8.06,9.26,10,9.56,8.62,6.06
2019/1/5 10:00,8.06,9.26,10,9.56,8.62,9.34,7.21
2019/1/5 11:00,9.26,10,9.56,8.62,9.34,8.89,8.06
2019/1/5 12:00,10,9.56,8.62,9.34,8.89,9.33,9.26
2019/1/5 13:00,9.56,8.62,9.34,8.89,9.33,10.13,10
2019/1/5 14:00,8.62,9.34,8.89,9.33,10.13,10.87,9.56
2019/1/5 15:00,9.34,8.89,9.33,10.13,10.87,10.26,8.62
2019/1/5 16:00,8.89,9.33,10.13,10.87,10.26,10.24,9.34
2019/1/5 17:00,9.33,10.13,10.87,10.26,10.24,10.27,8.89
2019/1/5 18:00,10.13,10.87,10.26,10.24,10.27,10.29,9.33
2019/1/5 19:00,10.87,10.26,10.24,10.27,10.29,11.08,10.13
2019/1/5 20:00,10.26,10.24,10.27,10.29,11.08,12.57,10.87
2019/1/5 21:00,10.24,10.27,10.29,11.08,12.57,15.31,10.26
2019/1/5 22:00,10.27,10.29,11.08,12.57,15.31,16.14,10.24
2019/1/5 23:00,10.29,11.08,12.57,15.31,16.14,16.55,10.27
2019/1/6 0:00,11.08,12.57,15.31,16.14,16.55,16.98,10.29
2019/1/6 1:00,12.57,15.31,16.14,16.55,16.98,17.59,11.08
2019/1/6 2:00,15.31,16.14,16.55,16.98,17.59,17.29,12.57
2019/1/6 3:00,16.14,16.55,16.98,17.59,17.29,17.17,15.31
2019/1/6 4:00,16.55,16.98,17.59,17.29,17.17,18.54,16.14
2019/1/6 5:00,16.98,17.59,17.29,17.17,18.54,19.36,16.55
2019/1/6 6:00,17.59,17.29,17.17,18.54,19.36,19.74,16.98
2019/1/6 7:00,17.29,17.17,18.54,19.36,19.74,19.49,17.59
2019/1/6 8:00,17.17,18.54,19.36,19.74,19.49,18.96,17.29
2019/1/6 9:00,18.54,19.36,19.74,19.49,18.96,19.13,17.17
2019/1/6 10:00,19.36,19.74,19.49,18.96,19.13,18.15,18.54
2019/1/6 11:00,19.74,19.49,18.96,19.13,18.15,17.3,19.36
2019/1/6 12:00,19.49,18.96,19.13,18.15,17.3,17.29,19.74
2019/1/6 13:00,18.96,19.13,18.15,17.3,17.29,16.97,19.49
2019/1/6 14:00,19.13,18.15,17.3,17.29,16.97,16.49,18.96
2019/1/6 15:00,18.15,17.3,17.29,16.97,16.49,15.34,19.13
2019/1/6 16:00,17.3,17.29,16.97,16.49,15.34,15.26,18.15
2019/1/6 17:00,17.29,16.97,16.49,15.34,15.26,14.9,17.3
2019/1/6 18:00,16.97,16.49,15.34,15.26,14.9,15,17.29
2019/1/6 19:00,16.49,15.34,15.26,14.9,15,14.63,16.97
2019/1/6 20:00,15.34,15.26,14.9,15,14.63,12.79,16.49
2019/1/6 21:00,15.26,14.9,15,14.63,12.79,11.64,15.34
2019/1/6 22:00,14.9,15,14.63,12.79,11.64,11.13,15.26
2019/1/6 23:00,15,14.63,12.79,11.64,11.13,12.54,14.9
2019/1/7 0:00,14.63,12.79,11.64,11.13,12.54,13.63,15
2019/1/7 1:00,12.79,11.64,11.13,12.54,13.63,13.09,14.63
2019/1/7 2:00,11.64,11.13,12.54,13.63,13.09,12.02,12.79
2019/1/7 3:00,11.13,12.54,13.63,13.09,12.02,11.85,11.64
2019/1/7 4:00,12.54,13.63,13.09,12.02,11.85,11.95,11.13
2019/1/7 5:00,13.63,13.09,12.02,11.85,11.95,10.86,12.54
2019/1/7 6:00,13.09,12.02,11.85,11.95,10.86,11.43,13.63
2019/1/7 7:00,12.02,11.85,11.95,10.86,11.43,11.05,13.09
2019/1/7 8:00,11.85,11.95,10.86,11.43,11.05,11.08,12.02
2019/1/7 9:00,11.95,10.86,11.43,11.05,11.08,11.91,11.85
2019/1/7 10:00,10.86,11.43,11.05,11.08,11.91,12.09,11.95
2019/1/7 11:00,11.43,11.05,11.08,11.91,12.09,11.65,10.86
2019/1/7 12:00,11.05,11.08,11.91,12.09,11.65,11.43,11.43
2019/1/7 13:00,11.08,11.91,12.09,11.65,11.43,11.74,11.05
2019/1/7 14:00,11.91,12.09,11.65,11.43,11.74,12.04,11.08
2019/1/7 15:00,12.09,11.65,11.43,11.74,12.04,12.76,11.91
2019/1/7 16:00,11.65,11.43,11.74,12.04,12.76,11.38,12.09
2019/1/7 17:00,11.43,11.74,12.04,12.76,11.38,10.7,11.65
2019/1/7 18:00,11.74,12.04,12.76,11.38,10.7,10.32,11.43
2019/1/7 19:00,12.04,12.76,11.38,10.7,10.32,10.02,11.74
2019/1/7 20:00,12.76,11.38,10.7,10.32,10.02,10.82,12.04
2019/1/7 21:00,11.38,10.7,10.32,10.02,10.82,10.47,12.76
2019/1/7 22:00,10.7,10.32,10.02,10.82,10.47,11.46,11.38
2019/1/7 23:00,10.32,10.02,10.82,10.47,11.46,12.76,10.7
2019/1/8 0:00,10.02,10.82,10.47,11.46,12.76,13.09,10.32
2019/1/8 1:00,10.82,10.47,11.46,12.76,13.09,13.81,10.02
2019/1/8 2:00,10.47,11.46,12.76,13.09,13.81,14.8,10.82
2019/1/8 3:00,11.46,12.76,13.09,13.81,14.8,15.06,10.47
2019/1/8 4:00,12.76,13.09,13.81,14.8,15.06,15.63,11.46
2019/1/8 5:00,13.09,13.81,14.8,15.06,15.63,15.68,12.76
2019/1/8 6:00,13.81,14.8,15.06,15.63,15.68,16.23,13.09
2019/1/8 7:00,14.8,15.06,15.63,15.68,16.23,17.06,13.81
2019/1/8 8:00,15.06,15.63,15.68,16.23,17.06,17.05,14.8
2019/1/8 9:00,15.63,15.68,16.23,17.06,17.05,17.73,15.06
2019/1/8 10:00,15.68,16.23,17.06,17.05,17.73,18.34,15.63
2019/1/8 11:00,16.23,17.06,17.05,17.73,18.34,19.14,15.68
2019/1/8 12:00,17.06,17.05,17.73,18.34,19.14,19.2,16.23
2019/1/8 13:00,17.05,17.73,18.34,19.14,19.2,18.84,17.06
2019/1/8 14:00,17.73,18.34,19.14,19.2,18.84,18.7,17.05
2019/1/8 15:00,18.34,19.14,19.2,18.84,18.7,17.64,17.73
2019/1/8 16:00,19.14,19.2,18.84,18.7,17.64,15.23,18.34
2019/1/8 17:00,19.2,18.84,18.7,17.64,15.23,16.68,19.14
2019/1/8 18:00,18.84,18.7,17.64,15.23,16.68,17.53,19.2
2019/1/8 19:00,18.7,17.64,15.23,16.68,17.53,17.82,18.84
2019/1/8 20:00,17.64,15.23,16.68,17.53,17.82,18.75,18.7
2019/1/8 21:00,15.23,16.68,17.53,17.82,18.75,18.6,17.64
2019/1/8 22:00,16.68,17.53,17.82,18.75,18.6,18.88,15.23
2019/1/8 23:00,17.53,17.82,18.75,18.6,18.88,18.76,16.68
2019/1/9 0:00,17.82,18.75,18.6,18.88,18.76,19.06,17.53
2019/1/9 1:00,18.75,18.6,18.88,18.76,19.06,18.34,17.82
2019/1/9 2:00,18.6,18.88,18.76,19.06,18.34,16.79,18.75
2019/1/9 3:00,18.88,18.76,19.06,18.34,16.79,17.29,18.6
2019/1/9 4:00,18.76,19.06,18.34,16.79,17.29,16.75,18.88
2019/1/9 5:00,19.06,18.34,16.79,17.29,16.75,16.25,18.76
2019/1/9 6:00,18.34,16.79,17.29,16.75,16.25,17.13,19.06
2019/1/9 7:00,16.79,17.29,16.75,16.25,17.13,17.99,18.34
2019/1/9 8:00,17.29,16.75,16.25,17.13,17.99,16.38,16.79
2019/1/9 9:00,16.75,16.25,17.13,17.99,16.38,15.77,17.29
2019/1/9 10:00,16.25,17.13,17.99,16.38,15.77,15.62,16.75
2019/1/9 11:00,17.13,17.99,16.38,15.77,15.62,16.2,16.25
2019/1/9 12:00,17.99,16.38,15.77,15.62,16.2,17.19,17.13
2019/1/9 13:00,16.38,15.77,15.62,16.2,17.19,15.99,17.99
2019/1/9 14:00,15.77,15.62,16.2,17.19,15.99,15.67,16.38
2019/1/9 15:00,15.62,16.2,17.19,15.99,15.67,14.41,15.77
2019/1/9 16:00,16.2,17.19,15.99,15.67,14.41,14.1,15.62
2019/1/9 17:00,17.19,15.99,15.67,14.41,14.1,12.67,16.2
2019/1/9 18:00,15.99,15.67,14.41,14.1,12.67,13.53,17.19
2019/1/9 19:00,15.67,14.41,14.1,12.67,13.53,14.15,15.99
2019/1/9 20:00,14.41,14.1,12.67,13.53,14.15,13.94,15.67
2019/1/9 21:00,14.1,12.67,13.53,14.15,13.94,13.27,14.41
2019/1/9 22:00,12.67,13.53,14.15,13.94,13.27,12.23,14.1
2019/1/9 23:00,13.53,14.15,13.94,13.27,12.23,11.09,12.67
2019/1/10 0:00,14.15,13.94,13.27,12.23,11.09,10.15,13.53
2019/1/10 1:00,13.94,13.27,12.23,11.09,10.15,10.17,14.15
2019/1/10 2:00,13.27,12.23,11.09,10.15,10.17,10.33,13.94
2019/1/10 3:00,12.23,11.09,10.15,10.17,10.33,10.59,13.27
2019/1/10 4:00,11.09,10.15,10.17,10.33,10.59,10.25,12.23
2019/1/10 5:00,10.15,10.17,10.33,10.59,10.25,10.09,11.09
2019/1/10 6:00,10.17,10.33,10.59,10.25,10.09,10.65,10.15
2019/1/10 7:00,10.33,10.59,10.25,10.09,10.65,9.89,10.17
2019/1/10 8:00,10.59,10.25,10.09,10.65,9.89,9.47,10.33
2019/1/10 9:00,10.25,10.09,10.65,9.89,9.47,9.78,10.59
2019/1/10 10:00,10.09,10.65,9.89,9.47,9.78,9.7,10.25
2019/1/10 11:00,10.65,9.89,9.47,9.78,9.7,9.27,10.09
2019/1/10 12:00,9.89,9.47,9.78,9.7,9.27,9.28,10.65
2019/1/10 13:00,9.47,9.78,9.7,9.27,9.28,8.88,9.89
2019/1/10 14:00,9.78,9.7,9.27,9.28,8.88,8.85,9.47
2019/1/10 15:00,9.7,9.27,9.28,8.88,8.85,9.32,9.78
2019/1/10 16:00,9.27,9.28,8.88,8.85,9.32,9.5,9.7
2019/1/10 17:00,9.28,8.88,8.85,9.32,9.5,8.96,9.27
2019/1/10 18:00,8.88,8.85,9.32,9.5,8.96,7.87,9.28
2019/1/10 19:00,8.85,9.32,9.5,8.96,7.87,8.27,8.88
2019/1/10 20:00,9.32,9.5,8.96,7.87,8.27,9.22,8.85
2019/1/10 21:00,9.5,8.96,7.87,8.27,9.22,8.7,9.32
2019/1/10 22:00,8.96,7.87,8.27,9.22,8.7,8.34,9.5
2019/1/10 23:00,7.87,8.27,9.22,8.7,8.34,8.35,8.96
2019/1/11 0:00,8.27,9.22,8.7,8.34,8.35,7.51,7.87
2019/1/11 1:00,9.22,8.7,8.34,8.35,7.51,7.71,8.27
2019/1/11 2:00,8.7,8.34,8.35,7.51,7.71,6.55,9.22
2019/1/11 3:00,8.34,8.35,7.51,7.71,6.55,6.97,8.7
2019/1/11 4:00,8.35,7.51,7.71,6.55,6.97,7.06,8.34
2019/1/11 5:00,7.51,7.71,6.55,6.97,7.06,6.64,8.35
2019/1/11 6:00,7.71,6.55,6.97,7.06,6.64,6.29,7.51
2019/1/11 7:00,6.55,6.97,7.06,6.64,6.29,6.59,7.71
2019/1/11 8:00,6.97,7.06,6.64,6.29,6.59,7.82,6.55
2019/1/11 9:00,7.06,6.64,6.29,6.59,7.82,7.96,6.97
2019/1/11 10:00,6.64,6.29,6.59,7.82,7.96,7.94,7.06
2019/1/11 11:00,6.29,6.59,7.82,7.96,7.94,8.24,6.64
2019/1/11 12:00,6.59,7.82,7.96,7.94,8.24,7.66,6.29
2019/1/11 13:00,7.82,7.96,7.94,8.24,7.66,7.15,6.59
2019/1/11 14:00,7.96,7.94,8.24,7.66,7.15,5.58,7.82
2019/1/11 15:00,7.94,8.24,7.66,7.15,5.58,3.75,7.96
2019/1/11 16:00,8.24,7.66,7.15,5.58,3.75,2.09,7.94
2019/1/11 17:00,7.66,7.15,5.58,3.75,2.09,2.16,8.24
2019/1/11 18:00,7.15,5.58,3.75,2.09,2.16,2.35,7.66
2019/1/11 19:00,5.58,3.75,2.09,2.16,2.35,2.57,7.15
2019/1/11 20:00,3.75,2.09,2.16,2.35,2.57,2.84,5.58
2019/1/11 21:00,2.09,2.16,2.35,2.57,2.84,3.42,3.75
2019/1/11 22:00,2.16,2.35,2.57,2.84,3.42,4.24,2.09
2019/1/11 23:00,2.35,2.57,2.84,3.42,4.24,4.41,2.16
2019/1/12 0:00,2.57,2.84,3.42,4.24,4.41,8.25,2.35
2019/1/12 1:00,2.84,3.42,4.24,4.41,8.25,8.78,2.57
2019/1/12 2:00,3.42,4.24,4.41,8.25,8.78,8.81,2.84
2019/1/12 3:00,4.24,4.41,8.25,8.78,8.81,9.68,3.42
2019/1/12 4:00,4.41,8.25,8.78,8.81,9.68,9.74,4.24
2019/1/12 5:00,8.25,8.78,8.81,9.68,9.74,10.43,4.41
2019/1/12 6:00,8.78,8.81,9.68,9.74,10.43,11.06,8.25
2019/1/12 7:00,8.81,9.68,9.74,10.43,11.06,11.04,8.78
2019/1/12 8:00,9.68,9.74,10.43,11.06,11.04,10.22,8.81
2019/1/12 9:00,9.74,10.43,11.06,11.04,10.22,10.85,9.68
2019/1/12 10:00,10.43,11.06,11.04,10.22,10.85,12.29,9.74
2019/1/12 11:00,11.06,11.04,10.22,10.85,12.29,14.03,10.43
2019/1/12 12:00,11.04,10.22,10.85,12.29,14.03,15.11,11.06
2019/1/12 13:00,10.22,10.85,12.29,14.03,15.11,16.46,11.04
2019/1/12 14:00,10.85,12.29,14.03,15.11,16.46,15.9,10.22
2019/1/12 15:00,12.29,14.03,15.11,16.46,15.9,16.03,10.85
2019/1/12 16:00,14.03,15.11,16.46,15.9,16.03,15.5,12.29
2019/1/12 17:00,15.11,16.46,15.9,16.03,15.5,12.38,14.03
2019/1/12 18:00,16.46,15.9,16.03,15.5,12.38,12.36,15.11
2019/1/12 19:00,15.9,16.03,15.5,12.38,12.36,14.2,16.46
2019/1/12 20:00,16.03,15.5,12.38,12.36,14.2,15.71,15.9
2019/1/12 21:00,15.5,12.38,12.36,14.2,15.71,16.75,16.03
2019/1/12 22:00,12.38,12.36,14.2,15.71,16.75,16.58,15.5
2019/1/12 23:00,12.36,14.2,15.71,16.75,16.58,16.86,12.38
2019/1/13 0:00,14.2,15.71,16.75,16.58,16.86,17.09,12.36
2019/1/13 1:00,15.71,16.75,16.58,16.86,17.09,16.43,14.2
2019/1/13 2:00,16.75,16.58,16.86,17.09,16.43,16.21,15.71
2019/1/13 3:00,16.58,16.86,17.09,16.43,16.21,15.51,16.75
2019/1/13 4:00,16.86,17.09,16.43,16.21,15.51,15.93,16.58
2019/1/13 5:00,17.09,16.43,16.21,15.51,15.93,15.74,16.86
2019/1/13 6:00,16.43,16.21,15.51,15.93,15.74,16.91,17.09
2019/1/13 7:00,16.21,15.51,15.93,15.74,16.91,16.62,16.43
2019/1/13 8:00,15.51,15.93,15.74,16.91,16.62,17.13,16.21
2019/1/13 9:00,15.93,15.74,16.91,16.62,17.13,17.8,15.51
2019/1/13 10:00,15.74,16.91,16.62,17.13,17.8,18.59,15.93
2019/1/13 11:00,16.91,16.62,17.13,17.8,18.59,19.11,15.74
2019/1/13 12:00,16.62,17.13,17.8,18.59,19.11,18.34,16.91
2019/1/13 13:00,17.13,17.8,18.59,19.11,18.34,17.5,16.62
2019/1/13 14:00,17.8,18.59,19.11,18.34,17.5,17.7,17.13
2019/1/13 15:00,18.59,19.11,18.34,17.5,17.7,17.66,17.8
2019/1/13 16:00,19.11,18.34,17.5,17.7,17.66,16.93,18.59
2019/1/13 17:00,18.34,17.5,17.7,17.66,16.93,16.9,19.11
2019/1/13 18:00,17.5,17.7,17.66,16.93,16.9,16.71,18.34
2019/1/13 19:00,17.7,17.66,16.93,16.9,16.71,16.85,17.5
2019/1/13 20:00,17.66,16.93,16.9,16.71,16.85,17.16,17.7
2019/1/13 21:00,16.93,16.9,16.71,16.85,17.16,18,17.66
2019/1/13 22:00,16.9,16.71,16.85,17.16,18,18.26,16.93
2019/1/13 23:00,16.71,16.85,17.16,18,18.26,17.57,16.9
2019/1/14 0:00,16.85,17.16,18,18.26,17.57,17.21,16.71
2019/1/14 1:00,17.16,18,18.26,17.57,17.21,15.86,16.85
2019/1/14 2:00,18,18.26,17.57,17.21,15.86,15.39,17.16
2019/1/14 3:00,18.26,17.57,17.21,15.86,15.39,14.1,18
2019/1/14 4:00,17.57,17.21,15.86,15.39,14.1,14.44,18.26
2019/1/14 5:00,17.21,15.86,15.39,14.1,14.44,13.63,17.57
2019/1/14 6:00,15.86,15.39,14.1,14.44,13.63,13.52,17.21
2019/1/14 7:00,15.39,14.1,14.44,13.63,13.52,15.03,15.86
2019/1/14 8:00,14.1,14.44,13.63,13.52,15.03,14.92,15.39
2019/1/14 9:00,14.44,13.63,13.52,15.03,14.92,15.73,14.1
2019/1/14 10:00,13.63,13.52,15.03,14.92,15.73,15.35,14.44
2019/1/14 11:00,13.52,15.03,14.92,15.73,15.35,15.23,13.63
2019/1/14 12:00,15.03,14.92,15.73,15.35,15.23,14.41,13.52
2019/1/14 13:00,14.92,15.73,15.35,15.23,14.41,14.6,15.03
2019/1/14 14:00,15.73,15.35,15.23,14.41,14.6,14.27,14.92
2019/1/14 15:00,15.35,15.23,14.41,14.6,14.27,13.32,15.73
2019/1/14 16:00,15.23,14.41,14.6,14.27,13.32,12.24,15.35
2019/1/14 17:00,14.41,14.6,14.27,13.32,12.24,12.48,15.23
2019/1/14 18:00,14.6,14.27,13.32,12.24,12.48,11.48,14.41
2019/1/14 19:00,14.27,13.32,12.24,12.48,11.48,11.87,14.6
2019/1/14 20:00,13.32,12.24,12.48,11.48,11.87,12.15,14.27
2019/1/14 21:00,12.24,12.48,11.48,11.87,12.15,12.75,13.32
2019/1/14 22:00,12.48,11.48,11.87,12.15,12.75,12.67,12.24
2019/1/14 23:00,11.48,11.87,12.15,12.75,12.67,12.49,12.48
2019/1/15 0:00,11.87,12.15,12.75,12.67,12.49,12.31,11.48
2019/1/15 1:00,12.15,12.75,12.67,12.49,12.31,11.6,11.87
2019/1/15 2:00,12.75,12.67,12.49,12.31,11.6,12.01,12.15
2019/1/15 3:00,12.67,12.49,12.31,11.6,12.01,11.53,12.75
2019/1/15 4:00,12.49,12.31,11.6,12.01,11.53,10.84,12.67
2019/1/15 5:00,12.31,11.6,12.01,11.53,10.84,11.09,12.49
2019/1/15 6:00,11.6,12.01,11.53,10.84,11.09,11.75,12.31
2019/1/15 7:00,12.01,11.53,10.84,11.09,11.75,12.83,11.6
2019/1/15 8:00,11.53,10.84,11.09,11.75,12.83,11.58,12.01
2019/1/15 9:00,10.84,11.09,11.75,12.83,11.58,14.08,11.53
2019/1/15 10:00,11.09,11.75,12.83,11.58,14.08,15.19,10.84
2019/1/15 11:00,11.75,12.83,11.58,14.08,15.19,16.5,11.09
2019/1/15 12:00,12.83,11.58,14.08,15.19,16.5,16.15,11.75
2019/1/15 13:00,11.58,14.08,15.19,16.5,16.15,17.1,12.83
2019/1/15 14:00,14.08,15.19,16.5,16.15,17.1,17.87,11.58
2019/1/15 15:00,15.19,16.5,16.15,17.1,17.87,17.94,14.08
2019/1/15 16:00,16.5,16.15,17.1,17.87,17.94,19.04,15.19
2019/1/15 17:00,16.15,17.1,17.87,17.94,19.04,18.34,16.5
2019/1/15 18:00,17.1,17.87,17.94,19.04,18.34,20.48,16.15
2019/1/15 19:00,17.87,17.94,19.04,18.34,20.48,19.96,17.1
2019/1/15 20:00,17.94,19.04,18.34,20.48,19.96,20.78,17.87
2019/1/15 21:00,19.04,18.34,20.48,19.96,20.78,20.58,17.94
2019/1/15 22:00,18.34,20.48,19.96,20.78,20.58,21.73,19.04
